
5001,250,300
5014,250,300
5027,250,300
5039,250,300
5052,254,300
5065,250,300
5078,250,300
5090,251,300
5103,252,300
5116,252,300
5129,254,300
5141,254,300
5154,255,300
5167,256,300
5180,257,300
5192,258,300
5205,263,300
5218,261,300
5231,263,300
5244,268,300
5257,266,300
5270,271,300
5283,269,300
5296,274,300
5309,276,300
5322,274,300
5335,278,300
5348,280,300
5361,282,300
5374,284,300
5387,281,300
5400,286,300
5413,287,300
5426,288,300
5440,289,300
5453,291,300
5466,291,300
5479,292,300
5492,293,300
5506,294,300
5519,294,300
5532,295,300
5545,295,300
5559,296,300
5572,297,300
5585,297,300
5598,297,300
5612,297,300
5625,297,300
5638,298,300
5652,298,300
5665,299,300
5678,298,300
5691,298,300
5705,298,300
5718,298,300
5731,298,300
5745,298,300
5758,299,300
5771,299,300
5784,298,300
5798,298,300
5811,298,300
5824,298,300
5838,298,300
5851,297,300
5864,298,300
5877,297,300
5891,299,300
5904,297,300
5917,297,300
5931,299,300
5944,297,300
5957,298,300
5970,298,300
5984,298,300
5997,298,300
6010,298,300
6024,298,300
6037,298,300
6050,298,300
6064,298,300
6077,298,300
6090,298,300
6103,297,300
6117,298,300
6130,298,300
6143,298,300
6157,298,300
6170,298,300
6183,297,300
6196,298,300
6210,298,300
6223,298,300
6236,298,300
6250,298,300
6263,299,300
6276,297,300
6289,298,300
6303,298,300
6316,298,300
6329,298,300
6343,298,300
6356,298,300
6369,299,300
6382,298,300
6396,298,300
6409,298,300
6422,298,300
6436,299,300
6449,298,300
6462,298,300
6475,298,300
6489,299,300
6502,298,300
6515,298,300
6529,299,300
6542,298,300
6555,299,300
6569,298,300
6582,298,300
6595,298,300
6608,299,300
6622,298,300
6635,298,300
6648,299,300
6662,298,300
6675,298,300
6688,298,300
6701,298,300
6715,299,300
6728,298,300
6741,299,300
6755,299,300
6768,298,300
6781,298,300
6795,299,300
6808,298,300
6821,298,300
6834,298,300
6848,299,300
6861,298,300
6874,299,300
6888,297,300
6901,299,300
6914,298,300
6927,298,300
6941,299,300
6954,298,300
6967,298,300
6981,299,300
6994,298,300
7007,298,300
7020,299,300
7034,298,300
7047,298,300
7060,299,300
7074,298,300
7087,298,300
7100,299,300
7114,298,300
7127,298,300
7140,298,300
7153,299,300
7167,298,300
7180,299,300
7193,298,300
7207,298,300
7220,299,300
7233,298,300
7246,298,300
7260,299,300
7273,298,300
7286,298,300
7300,299,300
7313,298,300
7326,299,300
7339,298,300
7353,298,300
7366,298,300
7379,299,300
7393,298,300
7406,299,300
7419,298,300
7433,298,300
7446,298,300
7459,298,300
7472,299,300
7486,299,300
7499,298,300
7512,299,300
7526,298,300
7539,298,300
7552,298,300
7565,299,300
7579,298,300
7592,298,300
7605,299,300
7619,298,300
7632,298,300
7645,298,300
7659,298,300
7672,298,300
7685,298,300
7698,298,300
7712,298,300
7725,297,300
7738,298,300
7752,298,300
7765,298,300
7778,298,300
7791,298,300
7805,298,300
7818,298,300
7831,298,300
7845,298,300
7858,298,300
7871,298,300
7884,298,300
7898,298,300
7911,298,300
7924,298,300
7938,298,300
7951,298,300
7964,298,300
7977,298,300
7991,298,300
8004,298,300
8017,298,300
8031,298,300
8044,298,300
8057,297,300
8070,298,300
8084,298,300
8097,298,300
8110,298,300
8124,297,300
8137,299,300
8150,297,300
8164,297,300
8177,299,300
8190,298,300
8203,298,300
8217,298,300
8230,297,300
8243,299,300
8257,298,300
8270,298,300
8283,298,300
8296,298,300
8310,298,300
8323,298,300
8336,298,300
8350,297,300
8363,298,300
8376,298,300
8389,298,300
8403,299,300
8416,297,300
8429,299,300
8443,298,300
8456,298,300
8469,299,300
8483,297,300
8496,298,300
8509,298,300
8522,298,300
8536,298,300
8549,297,300
8562,298,300
8576,298,300
8589,298,300
8602,298,300
8615,298,300
8629,298,300
8642,297,300
8655,298,300
8669,298,300
8682,298,300
8695,297,300
8708,298,300
8722,298,300
8735,298,300
8748,298,300
8762,298,300
8775,298,300
8788,298,300
8801,298,300
8815,298,300
8828,298,300
8841,298,300
8855,298,300
8868,298,300
8881,298,300
8894,298,300
8908,298,300
8921,299,300
8934,298,300
8948,298,300
8961,299,300
8974,298,300
8988,298,300
9001,298,300
9014,298,300
9027,299,300
9041,299,300
9054,298,300
9067,298,300
9081,298,300
9094,298,300
9107,299,300
9120,299,300
9134,298,300
9147,298,300
9160,299,300
9174,299,300
9187,298,300
9200,298,300
9213,299,300
9227,298,300
9240,298,300
9253,299,300
9267,297,300
9280,299,300
9293,298,300
9307,298,300
9320,298,300
9333,298,300
9346,298,300
9360,298,300
9373,299,300
9386,299,300
9400,298,300
9413,298,300
9426,297,300
9439,298,300
9453,298,300
9466,299,300
9479,298,300
9493,298,300
9506,298,300
9519,298,300
9532,298,300
9546,299,300
9559,298,300
9572,298,300
9586,299,300
9599,298,300
9612,298,300
9626,298,300
9639,299,300
9652,298,300
9665,298,300
9679,299,300
9692,298,300
9705,298,300
9719,299,300
9732,298,300
9745,298,300
9758,299,300
9772,298,300
9785,298,300
9798,299,300
9812,298,300
9825,298,300
9838,298,300
9851,297,300
9865,298,300
9878,298,300
9891,298,300
9905,298,300
9918,298,300
9931,298,300
9945,298,300
9958,298,300
9971,298,300
